ID,message,sentence,filename,file_path,duration
8614,e na xo ɔ madame cecile untermaier bo na do nɔ gudo nu ɖyɔɖyɔ numɛro kanwe ɛnɛgɔ ɔ,la parole est à madame cécile untermaier pour soutenir l'amendement numéro quatre cent quatre,8614,/users/fkponou/data/for_asr/fongbe_one/8614.wav,11.69
8615,sɛn ɔ wɛ ɖɔ mɔ,c'est la loi qui le dit,8615,/users/fkponou/data/for_asr/fongbe_one/8615.wav,3.24
8618,rue de l'abbe trapet ɖo numɛro atɔɔngɔ ɔ mɛ,rue de l'abbé trapet au numéro cinq,8618,/users/fkponou/data/for_asr/fongbe_one/8618.wav,5.12
8619,a na mɔ bɔ ye na wa,vous allez les voir arriver,8619,/users/fkponou/data/for_asr/fongbe_one/8619.wav,1.76
8621,zanmɛ xɔ ɖe ɖo toxo ɔ mɛ a,il y a une boîte de nuit en ville,8621,/users/fkponou/data/for_asr/fongbe_one/8621.wav,3.81
8625,mi sɔ sixu ganjɛ nu ɖebu wu a,on ne peut plus compter sur rien,8625,/users/fkponou/data/for_asr/fongbe_one/8625.wav,7.0
8626,e ko gbɛ nu nu mi kpɔn a,je n'ai jamais été grondé,8626,/users/fkponou/data/for_asr/fongbe_one/8626.wav,3.34
8627,e jo kɛkɛvi ɔ do ɖo ali ji,la bicyclette est abandonnée dans la rue,8627,/users/fkponou/data/for_asr/fongbe_one/8627.wav,4.52
8629,ðo amyɔxwe ɖo zogbɛn ɔ kpo tavo ɔ kpo tɛntin ɔ poof ɖe,à gauche entre la cheminée et la table un pouff,8629,/users/fkponou/data/for_asr/fongbe_one/8629.wav,6.91
8630,gbɔn ji ce,comptez sur moi,8630,/users/fkponou/data/for_asr/fongbe_one/8630.wav,3.07
8631,ðo gudo ɔ zan e e su kpo xɔmɛgbovɔ kpo e sinnugannu kpo nuzinzan tɔn lɛ kpo,au fond lit fermé par des rideaux  lavabo avec ses ustensiles,8631,/users/fkponou/data/for_asr/fongbe_one/8631.wav,9.1
8632,kanwe ko-nukun-atɔn,deux cent quatre-vingt-trois,8632,/users/fkponou/data/for_asr/fongbe_one/8632.wav,2.22
8633,a ze nu e nɔ kpɔn nu zɛ xwe wu e a,tu as pris la lorgnette,8633,/users/fkponou/data/for_asr/fongbe_one/8633.wav,5.67
8634,e ɖɔ nu bi nu mi a se a  hwe elɔ nu ɔ albert wa gbeta ɔ kɔn bo na ɖɔ xo,elle m'a tout dit entendez-vous  cette fois albert se décida à parler,8634,/users/fkponou/data/for_asr/fongbe_one/8634.wav,9.73
8635,e xɔ akwɛ mɔ a,c'est si cher que ça,8635,/users/fkponou/data/for_asr/fongbe_one/8635.wav,2.56
8636,ali ɛnɛ e ɖo freres challe mɛ lɛ e,quatre rue des frères challe,8636,/users/fkponou/data/for_asr/fongbe_one/8636.wav,4.18
8637,nu e e blo bɔ e bɔkun e elɔ na hɛn le wa tawun,cet amendement de simplification serait très utile,8637,/users/fkponou/data/for_asr/fongbe_one/8637.wav,4.01
8638,gayathli ɖo te kpɔn we wɛ a,gayathri est en train de vous attendre,8638,/users/fkponou/data/for_asr/fongbe_one/8638.wav,3.5
8640,bɔ kpo gbe kpɛvi ɖe kpo bo mɔ nukunnu jɛ yeɖee mɛ ɖo xogbe ɖokpo mɛ bo kpo ɖo xo ɖɔ wɛ,et à demi-voix se comprenant d'un mot ils continuèrent,8640,/users/fkponou/data/for_asr/fongbe_one/8640.wav,16.98
8641,mɛ sin nuwlanwlan elɔ ka nyi,de qui est cette écriture,8641,/users/fkponou/data/for_asr/fongbe_one/8641.wav,3.33
8642,enɛ ɔ ɖɔ un ɖe hwɛɖiɖɔ ce sin mɛ,cela dit je retire mon amendement,8642,/users/fkponou/data/for_asr/fongbe_one/8642.wav,4.95
8644,e sixu nyi mɔ,c'est bien possible,8644,/users/fkponou/data/for_asr/fongbe_one/8644.wav,2.05
8646,tɛn kpɔn bo ɖo awajijɛ yi wan nu mɛ ɖevo ɛɛn e na nyɔ nukun ce mɛ,tâchez d'être heureuse aimez-en un autre  oui ça me fera plaisir,8646,/users/fkponou/data/for_asr/fongbe_one/8646.wav,7.85
8650,towe wɛ,c'est le tien,8650,/users/fkponou/data/for_asr/fongbe_one/8650.wav,2.13
8651,sɔ nɔvi nyɔnu ce  un jlo na ku ɖo fi  e ɖɔ nu roxane yi la korigani,emmenez ma tante  moi je veux mourir ici  a roxane partez  la korigane,8651,/users/fkponou/data/for_asr/fongbe_one/8651.wav,7.85
8654,guillaume ajijimɛ ɔ e se bɔ salvat sin nukun ɖo nukun tɔn lɛ ji,guillaume tout d'un coup sentit les yeux de salvat sur ses yeux,8654,/users/fkponou/data/for_asr/fongbe_one/8654.wav,7.34
8655,e kpɔn ɖyɔvi elɔ kpodo linlin ɖagbe ɖe kpo,il regardait cette fille avec un sentiment de bien-être,8655,/users/fkponou/data/for_asr/fongbe_one/8655.wav,4.18
8656,un ɖo xwe ko-nukun-ɖokpo,j'ai vingt-six ans,8656,/users/fkponou/data/for_asr/fongbe_one/8656.wav,3.58
8657,un ɖo nɔvi sunnu we kpodo nɔvi nyɔnu ɖokpo kpo,j'ai deux frères et une soeur,8657,/users/fkponou/data/for_asr/fongbe_one/8657.wav,5.63
8660,mi nu mi na yawu vi ce lɛ,dépêchons-nous mes enfants,8660,/users/fkponou/data/for_asr/fongbe_one/8660.wav,3.07
8661,e ko sɔ azɔxɔsa ɔ jo nu aklunɔ despres ɖɔ e ni kpe nukun do wu tɔn,la direction avait été confiée aux soins de monsieur després,8661,/users/fkponou/data/for_asr/fongbe_one/8661.wav,9.98
8663,o xɔntɔn ce gbɔ nu ma yi kpe mɛ e jawe lɛɛ,oh  mon ami laissez-moi aller au-devant de ceux qui viennent,8663,/users/fkponou/data/for_asr/fongbe_one/8663.wav,5.38
8666,nu e a ɖyɔ e hɛn le wa a,votre amendement n'est pas utile,8666,/users/fkponou/data/for_asr/fongbe_one/8666.wav,2.65
8667,alɔkpa ɖo azinkpo ɖe lɛ ji ɖo gbɛta rem tɔn mɛ e na xo ɔ damien abad,applaudissements sur quelques bancs du groupe rem la parole est à monsieur damien abad,8667,/users/fkponou/data/for_asr/fongbe_one/8667.wav,14.25
8668,mɛxo hugan ɔ,la plus vieille,8668,/users/fkponou/data/for_asr/fongbe_one/8668.wav,1.71
8670,nu e e ɖyɔ e elɔ ɖo tinmɛ ɖagbe,cet amendement est de bon sens,8670,/users/fkponou/data/for_asr/fongbe_one/8670.wav,4.86
8671,ye ko ze akwɛ gege ɖ'ayi bɔ ye ɖo akwɛ gege sɔ do ɖ'ayi wɛ,ils ont beaucoup investi et ils investissent beaucoup,8671,/users/fkponou/data/for_asr/fongbe_one/8671.wav,5.89
8672,akpaxwe atɔɔngɔ b ɔ ɖo taji tawun,l'article cinq b présente un intérêt majeur,8672,/users/fkponou/data/for_asr/fongbe_one/8672.wav,4.1
8673,un jlo na blo tuto ɖe ɖo akpaxwe kanɖe-tantɔngɔ ɔ akpaxwe nukɔntɔn ɔ glɔ,je souhaite faire un rappel au règlement au titre de l'article cinquante-huit alinéa un,8673,/users/fkponou/data/for_asr/fongbe_one/8673.wav,8.53
8675,azinkpo vovo lɛ nɔ xo alɔ e na xo ɔ francois lamy,applaudissements sur divers bancs la parole est à monsieur françois lamy,8675,/users/fkponou/data/for_asr/fongbe_one/8675.wav,5.72
8677,mɛsɛntɔ towe wɛ a nɔ ylɔ ɖɔ gan a,"c'est votre domestique que vous appelez ""monsieur"" ",8677,/users/fkponou/data/for_asr/fongbe_one/8677.wav,5.29
8679,qua de la rize kanwe ko-nukun-we chambery afatɔn kanɖe gban-nukun-atɔn,cent soixante-deux quai de la rize soixante-treize mille chambéry,8679,/users/fkponou/data/for_asr/fongbe_one/8679.wav,7.42
8680,nu e wu un ɖɔ ɖɔ mi nɔ ɖu wɔxuxu mitɔn wewe e nɛ,c'est pourquoi je dis que l'on mange notre pain blanc,8680,/users/fkponou/data/for_asr/fongbe_one/8680.wav,6.4
8681,e na xo ɔ wegbojinɔtɔ to ɔ tɔn ɖɔ e ni nɔ gudo nu huzuhuzu elɔ,la parole est à monsieur le secrétaire d'état pour soutenir cet amendement,8681,/users/fkponou/data/for_asr/fongbe_one/8681.wav,12.97
8682,nu ɖaɖa nyi azɔ e nɔ fa kɔ nu mɛ ɖeɖee nɔ sɔ yeɖee jo na lɛ e,la cuisine est une activité relaxante pour celui qui s'y adonne,8682,/users/fkponou/data/for_asr/fongbe_one/8682.wav,6.66
8685,defence nyanya ɖe wɛ,quelle piètre défense,8685,/users/fkponou/data/for_asr/fongbe_one/8685.wav,2.3
8686,e do violet ɖe ɖo butɔn tɔn mɛ,il portait un bouquet de violettes a la boutonniere,8686,/users/fkponou/data/for_asr/fongbe_one/8686.wav,5.2
8687,kpɔndewu wegɔ ɔ azɔkplɔnmɛ,deuxième exemple la formation professionnelle,8687,/users/fkponou/data/for_asr/fongbe_one/8687.wav,4.27
8689,mi ɖa ɖo myɔkan e e ko ɖa ɖ'ayi e ɖe mɛ ɖo degre kanweko we ji cɛju ɛnɛ jɛ atɔɔn,cuire au four préchauffé à deux cent degrés quatre à cinq minutes,8689,/users/fkponou/data/for_asr/fongbe_one/8689.wav,17.15
8691,nugbo ɔ xoɖɔɖokpɔ taji lɛ na sɔ ayi ɖo akwɛzinzan ji,en effet les négociations essentielles vont porter sur les finances,8691,/users/fkponou/data/for_asr/fongbe_one/8691.wav,8.45
8692,gɔ na ɔ un na flin gan e do wɛ e ɖe bo na su takwɛ nu ebe e a,par ailleurs je ne rappellerai pas la tentative de taxer l'ebe,8692,/users/fkponou/data/for_asr/fongbe_one/8692.wav,8.28
8693,enɛ wu ɔ a ɖo xo ɔ mɛɖaxo molac bo na nɔ gudo nu huzuhuzu numɛro kanɖe-tantɔn ɔ,vous avez donc la parole monsieur molac pour soutenir l'amendement numéro quarante-huit,8693,/users/fkponou/data/for_asr/fongbe_one/8693.wav,13.57
8695,akwɛ to ɔ tɔn finfin ɖaxo hugan e e na gbe e nɛ,c'est le plus grand braquage autorisé des finances publiques,8695,/users/fkponou/data/for_asr/fongbe_one/8695.wav,7.71
8696,mi ko ɖɔ xo hwɛhwɛ ɖo aklunɔzan gbla elɔ mɛ do yajiji sin linlin wu,nous avons parlé assez souvent au cours de cette semaine du seuil de pauvreté,8696,/users/fkponou/data/for_asr/fongbe_one/8696.wav,9.29
8697,mɔto ɔ nɔ te ɖo ali e sɛkpɔ finɛ e ji ɖo ali e ma sɔgbe a e nu,la voiture est mal garée dans la rue adjacente,8697,/users/fkponou/data/for_asr/fongbe_one/8697.wav,7.51
8698,ɖo e ɖo dandan ɖɔ e ni vɔ nukunɖiɖo kpo sisi kpo bloɖo ɖo taji ɔ,parce qu'il est nécessaire pour redonner de l'espoir et surtout de la dignité,8698,/users/fkponou/data/for_asr/fongbe_one/8698.wav,8.45
8699,mi ɖo na ɖi xwi xa nugbo nugbo enyi jlɛ enɛ na bo ma tlɛ kpe a ɔ nɛ,il faut vraiment s'y attaquer même si cette mesure n'y suffira sans doute pas,8699,/users/fkponou/data/for_asr/fongbe_one/8699.wav,7.25
8701,hwetɛnu a na yi,quand vas-tu,8701,/users/fkponou/data/for_asr/fongbe_one/8701.wav,4.83
8702,ɛɛn commune ɔ nu taji ɖe wɛ bo nyi nu taji ɖe,oui la commune est un point essentiel fondamental,8702,/users/fkponou/data/for_asr/fongbe_one/8702.wav,7.34
8703,hwetɛnu a na yi,quand est-ce que tu y vas,8703,/users/fkponou/data/for_asr/fongbe_one/8703.wav,2.88
8704,na mi enɛ ɔ,donnez-moi ça,8704,/users/fkponou/data/for_asr/fongbe_one/8704.wav,2.22
8705,atɔn gudo tɔn enɛ lɛ nyi tɔsisa e ɖo ayikungban glɔ lɛ e,ces trois dernières sont des fontaines souterraines,8705,/users/fkponou/data/for_asr/fongbe_one/8705.wav,7.42
8706,e nyi mɛɖe bo nɔ vɛ mɛ tawun,c'est une personne très ennuyeuse,8706,/users/fkponou/data/for_asr/fongbe_one/8706.wav,2.56
8707,a nɔ yi floride hwɛhwɛ a,vous allez souvent en floride,8707,/users/fkponou/data/for_asr/fongbe_one/8707.wav,2.9
8708,ðoto,écoutez,8708,/users/fkponou/data/for_asr/fongbe_one/8708.wav,1.11
8710,nyɔnuvi wɛ a nyi a,vous êtes une fille-vous,8710,/users/fkponou/data/for_asr/fongbe_one/8710.wav,3.25
8711,nuɖuɖuxɔsa ɔ sin kɔmɛ e e kɔn e nɔ ɖiɖi,le plancher ciré de la salle à manger est glissant,8711,/users/fkponou/data/for_asr/fongbe_one/8711.wav,3.58
8712,nε a mɔ xwe ɔ gbɔn,comment avez-vous trouver la maison,8712,/users/fkponou/data/for_asr/fongbe_one/8712.wav,2.13
8713,a nyɔ hu a,vous allez mieux,8713,/users/fkponou/data/for_asr/fongbe_one/8713.wav,1.79
8714,mi bi wɛ tuun tagba e ɖo vi kpɛvi lɛ kpinkplɔn mɛ e,nous connaissons tous la problématique de la scolarisation des enfants en bas âge,8714,/users/fkponou/data/for_asr/fongbe_one/8714.wav,4.61
8716,tomɛyiyi ɔ na ɖiga d'eji,le voyage en sera d'autant plus long,8716,/users/fkponou/data/for_asr/fongbe_one/8716.wav,2.65
8717,e ɖo ayi hu ayixa jijɔ a,elle n'avait pas plus de coeur que de sens de tempérament,8717,/users/fkponou/data/for_asr/fongbe_one/8717.wav,5.29
8718,akpaxwe atɔngɔ ɔ ee bɛ kpo azɔwanu e e blo ɖo kpɔ e kpo e ɖyɔ a,le troisième paragraphe qui commence par « la procédure intégrée  est sans changement,8718,/users/fkponou/data/for_asr/fongbe_one/8718.wav,12.35
8719,e na xo ɔ mɛɖaxo jean-louis touraine bo na do nɔ gudo nu huzuhuzu numɛro kanweko atɔɔn kanɖe gban-nukun-ɛnɛgɔ ɔ,la parole est à monsieur jean-louis touraine pour soutenir l'amendement numéro cinq cent soixante-quatorze,8719,/users/fkponou/data/for_asr/fongbe_one/8719.wav,12.8
8720,ali ko sebastopol tɔn kanɖe-ɖokpo kanweko ɖo reims,vingt allée de sébastopol cinquante et un cent à reims,8720,/users/fkponou/data/for_asr/fongbe_one/8720.wav,7.59
8721,mɛ e ma ɖo nusumɛnukunmɛ a e nɔ ɖi xwi xa nu ɖebu,l'ingrate résiste  n'importe,8721,/users/fkponou/data/for_asr/fongbe_one/8721.wav,8.54
8722,e na xo ɔ madame president e ɖo nyɔnu lɛ sin acɛkpikpa sin mɛsɛdo lɛ mɛ e,la parole est à madame la présidente de la délégation aux droits des femmes,8722,/users/fkponou/data/for_asr/fongbe_one/8722.wav,10.75
8724,nukɔntɔn ɔ jonɔ ɔ sin kpɔndewu xlɛ ɖɔ e nɔ w'azɔ,tout d'abord l'exemple de l'étranger montre que cela fonctionne,8724,/users/fkponou/data/for_asr/fongbe_one/8724.wav,5.72
8726,pɛpɛpɛpɛ sin azɔgbɛ mitɔn damien abad gɔn,exactement chez notre collègue damien abad,8726,/users/fkponou/data/for_asr/fongbe_one/8726.wav,6.4
8727,un ɖɔ xo jɔ xo tawun,je suis très sincère,8727,/users/fkponou/data/for_asr/fongbe_one/8727.wav,2.73
8728,azɔ ɔ bɛ ɖo xwe kanweko lɛ mɛ bo wa jɛji,le mouvement s'est engagé dans les années quatre-vingts et s'est ensuite accéléré,8728,/users/fkponou/data/for_asr/fongbe_one/8728.wav,5.57
8729,e na xo ɔ mɛɖaxo etienne blanc bo na do nɔ gudo nu huzuhuzu numɛro kanweko tɛnwe kanɖe-atɔngɔ ɔ,la parole est à monsieur étienne blanc pour soutenir l'amendement numéro sept cent quarante-six,8729,/users/fkponou/data/for_asr/fongbe_one/8729.wav,10.67
8730,nu,si,8730,/users/fkponou/data/for_asr/fongbe_one/8730.wav,2.04
8731,un jlo na kan nu byɔ ɖe co,je souhaite néanmoins poser une question,8731,/users/fkponou/data/for_asr/fongbe_one/8731.wav,2.65
8732,e sɔ xo ɔ jo nu mɛɖaxo jacques pelissard,la parole est à monsieur jacques pélissard,8732,/users/fkponou/data/for_asr/fongbe_one/8732.wav,3.33
8734,a gɔn ali e hun nu we bɔ a na ɖe jlo ɖaxo xlɛ bo na lɛ blo huzuhuzu e byɔ nu lɛ e e,vous avez manqué l'occasion d'afficher une ambition élevée et d'entreprendre des réformes exigeantes,8734,/users/fkponou/data/for_asr/fongbe_one/8734.wav,11.69
8736,azɔ nugbo nugbo lɛ ɖo na tiin ɖo tɛn tɔn mɛ,il faudrait plutôt de vrais emplois,8736,/users/fkponou/data/for_asr/fongbe_one/8736.wav,3.44
8737,mi ɖo weziza hu mɔ a,nous ne sommes pas plus éclairés,8737,/users/fkponou/data/for_asr/fongbe_one/8737.wav,5.46
8738,axɔ ɔ jijimɛ sin takwɛ wɛ,la dette est un impôt sur la naissance,8738,/users/fkponou/data/for_asr/fongbe_one/8738.wav,3.67
8739,mi nɔ xo alɔ nu xɛsi e e blo bɔ e bɔkun e,nous applaudissons au choc de simplification,8739,/users/fkponou/data/for_asr/fongbe_one/8739.wav,4.95
8740,nukanbyɔ ɔ nugbo ɔ fɔn bo ɖo na nyi mɔ,la question effectivement se pose et doit être traitée comme telle,8740,/users/fkponou/data/for_asr/fongbe_one/8740.wav,5.63
8741,un jlo na ɖɔ xo kpɛɖe do ayikungban we ji,je voudrais dire quelques mots de deux territoires,8741,/users/fkponou/data/for_asr/fongbe_one/8741.wav,3.93
8743,nu lɛ bi wɛ nɔ ɖyɔ tawun e na bo tlɛ nyi kpo nuwiwa syɛnsyɛn lɛ kpo ɖi drupal ɖi kpɔndewu ɔ,tout est très fluide même avec des applications complexes comme un drupal par exemple,8743,/users/fkponou/data/for_asr/fongbe_one/8743.wav,9.85
8745,nu cikɔ nu mi co un ɖo hlɔnhlɔn e ɖo awakanmɛ ku mɛ e hɛn wɛ,je commence à fatiguer mais je m'accroche avec l'énergie du désespoir,8745,/users/fkponou/data/for_asr/fongbe_one/8745.wav,6.66
8746,nu e e ɖyɔ elɔ kan azɔkplɔnmɛ mɛ e ɖo blɔ lɛ e tɔn tawun,cet amendement-ci concerne plus particulièrement la formation des personnes handicapées,8746,/users/fkponou/data/for_asr/fongbe_one/8746.wav,6.06
8747,a ɖo na fo nuɖexlɛ towe,vous devez aller au bout de votre démonstration,8747,/users/fkponou/data/for_asr/fongbe_one/8747.wav,2.65
8749,ðo taji ɔ sɛn ɔ ɖo huzuhuzu wɛ,par essence la loi est évolutive,8749,/users/fkponou/data/for_asr/fongbe_one/8749.wav,4.95
8750,nu e gbe nya wɛ e ɖe e wɛ nyi ɖɔ e ni flin azɔ yetɔn lɛ kpo dogbo vovo e ye mɔ lɛ e kpo,le but est de rappeler leurs missions et les différentes limites rencontrées,8750,/users/fkponou/data/for_asr/fongbe_one/8750.wav,13.48
8751,enɛ wu ɔ un ɖo kpleɖokpɔ ɔ ylɔ wɛ tawun ɖɔ e ni wa gbeta ɔ kɔn do huzuhuzu mitɔn ji,j'invite donc vraiment l'assemblée à voter notre amendement,8751,/users/fkponou/data/for_asr/fongbe_one/8751.wav,10.03
8752,wlɛnwin ɖagbe ɖe,très bonne méthode,8752,/users/fkponou/data/for_asr/fongbe_one/8752.wav,4.27
8753,ðo xwe wo vlamɛ ɔ axɔ livi kanweko ayizɛn gɔ na,en dix ans six cents milliards de dettes supplémentaires,8753,/users/fkponou/data/for_asr/fongbe_one/8753.wav,6.57
8754,e sɔ xo ɔ nu mɛɖaxo olivier carre bɔ eɖokponɔ wɛ,la parole est à monsieur olivier carré et à lui seul,8754,/users/fkponou/data/for_asr/fongbe_one/8754.wav,5.21
8756,enɛ wu ɔ kpo ɖo yiyi wɛ mɔ ɔ e nɔ sɔgbe bi mlɛmlɛ,continuer comme cela est donc d'une cohérence totale,8756,/users/fkponou/data/for_asr/fongbe_one/8756.wav,4.95
8757,mɛ elɔ ɔ mi tunwun ɖɔ e nɔ gbɔn ali kpɛvi ɖe ji,celui-ci nous le savons passe par un chemin étroit,8757,/users/fkponou/data/for_asr/fongbe_one/8757.wav,5.03
8759,zanzan egbe ɔ un ɖo tagba ɖe ɖo bibɛmɛ,ce matin j'ai eu un problème de démarrage,8759,/users/fkponou/data/for_asr/fongbe_one/8759.wav,3.58
8760,e na xo ɔ madame elsa faucillon bo na do nɔ gudo nu huzuhuzu numɛro kanweko atɔn kanwe ko,la parole est à madame elsa faucillon pour soutenir l'amendement numéro trois cent quatre-vingt,8760,/users/fkponou/data/for_asr/fongbe_one/8760.wav,10.92
8761,vɛɛn ɔ syɛn,le vin était piquant,8761,/users/fkponou/data/for_asr/fongbe_one/8761.wav,2.9
8762,un do ku nu acɛkpikpa ɔ nu xoɖiɖɔ e mi ɖo ɔ ɖagbe,je remercie le gouvernement pour la qualité de la discussion que nous avons eue,8762,/users/fkponou/data/for_asr/fongbe_one/8762.wav,6.04
8763,e na hɛn azɔmamɔ sin kɛn lɛ bi ɖo te dandan,elle pèsera nécessairement sur les chiffres du chômage dans leur globalité,8763,/users/fkponou/data/for_asr/fongbe_one/8763.wav,4.95
8764,e sɔ xo ɔ jo nu mɛɖaxo jacques pelissard,la parole est à monsieur jacques pélissard,8764,/users/fkponou/data/for_asr/fongbe_one/8764.wav,4.86
8765,gbɛta rrdp tɔn jlo ɖɔ e ni ɖyɔ sɛn elɔ,le groupe rrdp souhaiterait que cette disposition soit aménagée,8765,/users/fkponou/data/for_asr/fongbe_one/8765.wav,5.29
8767,ɛɛn mi sixu mɔ ceɖeceɖe ɖɔ a ɖo kɔmɛ,oui on voit bien que vous êtes dans le coma,8767,/users/fkponou/data/for_asr/fongbe_one/8767.wav,4.27
8768,e na blo bɔ nukɔnyiyi kpo azɔwiwa kpo na ɖo jijɛji wɛ ɖo france,elle va alimenter de plus en plus la croissance et l'emploi en france,8768,/users/fkponou/data/for_asr/fongbe_one/8768.wav,5.72
8769,azɔ e acɛkpikpa ɔ ɖo e wɛ nyi ɖɔ e ni nɔ gudo nu ye lee e nyɔ blo gbɔn e,le rôle de l'état est de les accompagner le plus possible,8769,/users/fkponou/data/for_asr/fongbe_one/8769.wav,7.51
8770,un jlo na kan nu byɔ ɖe co,je souhaite néanmoins poser une question,8770,/users/fkponou/data/for_asr/fongbe_one/8770.wav,3.58
8771,e na xo ɔ xoɖɔtɔ ɔ,la parole est à monsieur le rapporteur,8771,/users/fkponou/data/for_asr/fongbe_one/8771.wav,2.79
8772,nɔvi nyɔnu nathalie appere ɖo xo bo na nɔ gudo nu huzuhuzu ɔ,la parole est à madame nathalie appéré pour soutenir l'amendement,8772,/users/fkponou/data/for_asr/fongbe_one/8772.wav,6.83
8773,acɛkpikpa ɔ mɔ nu jɛ mɛ,le gouvernement l'a compris,8773,/users/fkponou/data/for_asr/fongbe_one/8773.wav,3.07
8776,kpo fi e sɛn ɔ ɖɔ lɛ e kpo,et dans les domaines prévus par la loi,8776,/users/fkponou/data/for_asr/fongbe_one/8776.wav,2.99
8777,mɛ e ɖu le yetɔn lɛ e gosin wemaxɔmɛ bo ma kplɔn azɔ ganji nu azɔ ɔ a,leurs bénéficiaires sont sortis de l'école sans formation valable sur le marché de l'emploi,8777,/users/fkponou/data/for_asr/fongbe_one/8777.wav,9.98
8778,un nɔ lin tamɛ ganji bo nɔ lɛ byɔ nu azɔgbɛ ce vivɛna lɛ,je suis lucide et exigeant chers collègues,8778,/users/fkponou/data/for_asr/fongbe_one/8778.wav,5.55
8779,mi mɔ ɖɔ e ɖo taji ɖɔ e ni vɔ bloɖo,nous considérons nous qu'il est urgent de la rétablir,8779,/users/fkponou/data/for_asr/fongbe_one/8779.wav,3.5
8780,acɛkpikpa ɔ jlo ɖɔ e ni blo bɔ tuto enɛ na bɔkun bɔ e na mɔ,le gouvernement souhaite par conséquent rendre plus lisible et plus simple d'accès ce dispositif,8780,/users/fkponou/data/for_asr/fongbe_one/8780.wav,7.51
8782,wema atɔn abi ɛnɛ nu sɛnti atɔɔn zanzan,trois ou quatre lettres a cinq sous pièce le matin,8782,/users/fkponou/data/for_asr/fongbe_one/8782.wav,6.32
8783,mɛɖaxo mandon e nyi xoɖɔtɔ mitɔn ɖokpo ɔ e azɔgbɛ ce vivɛna lɛ ɛɛn,monsieur mandon qui est tout de même votre porte-parole mes chers collègues eh oui,8783,/users/fkponou/data/for_asr/fongbe_one/8783.wav,9.64
8784,un tuun ajɔtɔ kɔfu elɔ ganji,j'étais en grande familiarité avec ce marchand de lunettes,8784,/users/fkponou/data/for_asr/fongbe_one/8784.wav,4.86
8785,un yi gbe nu madame orliac a,je suis en désaccord avec madame orliac,8785,/users/fkponou/data/for_asr/fongbe_one/8785.wav,4.01
8786,tlolo e e nyɔ blo e,dès qu'il sera possible,8786,/users/fkponou/data/for_asr/fongbe_one/8786.wav,2.3
8788,enɛ ɔ vɛwu,c'est difficile,8788,/users/fkponou/data/for_asr/fongbe_one/8788.wav,1.11
8789,egbe alo sɔ,aujourd'hui ou demain,8789,/users/fkponou/data/for_asr/fongbe_one/8789.wav,2.39
8791,enɛ wu ɔ mi ɖo ninɔmɛ elɔ mɛ a,nous ne sommes donc pas dans cette situation,8791,/users/fkponou/data/for_asr/fongbe_one/8791.wav,5.55
