ID,message,sentence,filename,wav,duration
8671,ye ko zé akwɛ gègé ɖ'ayǐ bɔ ye ɖò akwɛ gègé sɔ́ dó ɖ'ayǐ wɛ,ils ont beaucoup investi et ils investissent beaucoup,8671,/users/fkponou/data/for_asr/fongbe_one/8671.wav,5.89
8672,akpáxwé atɔ́ɔ́ngɔ́ b ɔ ɖò taji tawun,l'article cinq b présente un intérêt majeur,8672,/users/fkponou/data/for_asr/fongbe_one/8672.wav,4.1
8673,un jló na bló tuto ɖé ɖò akpáxwé kanɖé-tantɔngɔ́ ɔ akpáxwé nukɔntɔn ɔ glɔ́,je souhaite faire un rappel au règlement au titre de l'article cinquante-huit alinéa un,8673,/users/fkponou/data/for_asr/fongbe_one/8673.wav,8.53
8675,azinkpo vovo lɛ nɔ xo alɔ è na xó ɔ françois lamy,applaudissements sur divers bancs la parole est à monsieur françois lamy,8675,/users/fkponou/data/for_asr/fongbe_one/8675.wav,5.72
8677,mɛsɛntɔ́ towe wɛ a nɔ ylɔ́ ɖɔ gǎn à,"c'est votre domestique que vous appelez ""monsieur"" ",8677,/users/fkponou/data/for_asr/fongbe_one/8677.wav,5.29
8679,qua de la rize kanwe ko-nukún-we chambéry afatɔ́n kanɖé gban-nukún-atɔn,cent soixante-deux quai de la rize soixante-treize mille chambéry,8679,/users/fkponou/data/for_asr/fongbe_one/8679.wav,7.42
8680,nǔ e wú un ɖɔ ɖɔ mǐ nɔ ɖu wɔxúxú mǐtɔn wewé é nɛ́,c'est pourquoi je dis que l'on mange notre pain blanc,8680,/users/fkponou/data/for_asr/fongbe_one/8680.wav,6.4
8681,è na xó ɔ wěgbójínɔtɔ́ to ɔ tɔn ɖɔ é ni nɔ gudo nú huzuhuzu elɔ,la parole est à monsieur le secrétaire d'état pour soutenir cet amendement,8681,/users/fkponou/data/for_asr/fongbe_one/8681.wav,12.97
8682,nǔ ɖaɖa nyí azɔ̌ e nɔ fá kɔ nú mɛ ɖěɖee nɔ sɔ́ yeɖée jó na lɛ é,la cuisine est une activité relaxante pour celui qui s'y adonne,8682,/users/fkponou/data/for_asr/fongbe_one/8682.wav,6.66
8685,defence nyanya ɖé wɛ,quelle piètre défense,8685,/users/fkponou/data/for_asr/fongbe_one/8685.wav,2.3
8686,é dó violet ɖé ɖò butɔn tɔn mɛ,il portait un bouquet de violettes a la boutonniere,8686,/users/fkponou/data/for_asr/fongbe_one/8686.wav,5.2
8687,kpɔ́ndéwú wegɔ ɔ azɔ̌kplɔnmɛ,deuxième exemple la formation professionnelle,8687,/users/fkponou/data/for_asr/fongbe_one/8687.wav,4.27
8689,mi ɖa ɖò myɔkán e è ko ɖa ɖ'ayǐ é ɖé mɛ ɖò degré kanweko wè jí cɛju ɛnɛ jɛ atɔ́ɔ́n,cuire au four préchauffé à deux cent degrés quatre à cinq minutes,8689,/users/fkponou/data/for_asr/fongbe_one/8689.wav,17.15
8691,nugbǒ ɔ xóɖɔɖókpɔ́ taji lɛ na sɔ́ ayi ɖó akwɛzinzan jí,en effet les négociations essentielles vont porter sur les finances,8691,/users/fkponou/data/for_asr/fongbe_one/8691.wav,8.45
8692,gɔ́ na ɔ un na flín gǎn e dó wɛ è ɖè bo na sú takwɛ nú ebe é ǎ,par ailleurs je ne rappellerai pas la tentative de taxer l'ebe,8692,/users/fkponou/data/for_asr/fongbe_one/8692.wav,8.28
8693,enɛ wu ɔ a ɖó xó ɔ mɛɖaxó molac bo na nɔ gudo nú huzuhuzu numɛro kanɖé-tantɔn ɔ,vous avez donc la parole monsieur molac pour soutenir l'amendement numéro quarante-huit,8693,/users/fkponou/data/for_asr/fongbe_one/8693.wav,13.57
8695,akwɛ to ɔ tɔn finfin ɖaxó hugǎn e è na gbè é nɛ,c'est le plus grand braquage autorisé des finances publiques,8695,/users/fkponou/data/for_asr/fongbe_one/8695.wav,7.71
8696,mǐ ko ɖɔ xó hwɛhwɛ ɖò aklunɔzán gbla elɔ mɛ dó yajiji sín linlin wu,nous avons parlé assez souvent au cours de cette semaine du seuil de pauvreté,8696,/users/fkponou/data/for_asr/fongbe_one/8696.wav,9.29
8697,mɔto ɔ nɔ te ɖò ali e sɛkpɔ finɛ é jí ɖò ali e ma sɔgbe ǎ é nu,la voiture est mal garée dans la rue adjacente,8697,/users/fkponou/data/for_asr/fongbe_one/8697.wav,7.51
8698,ɖó é ɖò dandan ɖɔ è ni vɔ́ nukúnɖiɖo kpo sísí kpo blóɖó ɖò taji ɔ,parce qu'il est nécessaire pour redonner de l'espoir et surtout de la dignité,8698,/users/fkponou/data/for_asr/fongbe_one/8698.wav,8.45
8699,mǐ ɖó na ɖí xwi xá nǔgbo nǔgbo enyi jlɛ̌ enɛ na bo ma tlɛ kpé ǎ ɔ nɛ,il faut vraiment s'y attaquer même si cette mesure n'y suffira sans doute pas,8699,/users/fkponou/data/for_asr/fongbe_one/8699.wav,7.25
8701,hwetɛnu a na yi,quand vas-tu ,8701,/users/fkponou/data/for_asr/fongbe_one/8701.wav,4.83
8702,ɛɛn commune ɔ nǔ taji ɖé wɛ bo nyí nǔ taji ɖé,oui la commune est un point essentiel fondamental,8702,/users/fkponou/data/for_asr/fongbe_one/8702.wav,7.34
8703,hwetɛnu a na yi,quand est-ce que tu y vas ,8703,/users/fkponou/data/for_asr/fongbe_one/8703.wav,2.88
8704,na mì énɛ́ ɔ́,donnez-moi ça,8704,/users/fkponou/data/for_asr/fongbe_one/8704.wav,2.22
8705,atɔn gudo tɔn enɛ lɛ nyí tɔsisa e ɖò ayikúngban glɔ́ lɛ é,ces trois dernières sont des fontaines souterraines,8705,/users/fkponou/data/for_asr/fongbe_one/8705.wav,7.42
8706,é nyí mɛɖé bo nɔ vɛ́ mɛ tawun,c'est une personne très ennuyeuse,8706,/users/fkponou/data/for_asr/fongbe_one/8706.wav,2.56
8707,a nɔ yi floride hwɛhwɛ à ,vous allez souvent en floride ,8707,/users/fkponou/data/for_asr/fongbe_one/8707.wav,2.9
8708,ðǒtó,écoutez,8708,/users/fkponou/data/for_asr/fongbe_one/8708.wav,1.11
8710,nyɔnuvi wɛ a nyi à ,vous êtes une fille-vous ,8710,/users/fkponou/data/for_asr/fongbe_one/8710.wav,3.25
8711,nǔɖuɖuxɔsa ɔ sín kɔ́mɛ e è kɔ́n é nɔ ɖiɖí,le plancher ciré de la salle à manger est glissant,8711,/users/fkponou/data/for_asr/fongbe_one/8711.wav,3.58
8712,nε a mɔ xwe ɔ gbɔn,comment avez-vous trouver la maison ,8712,/users/fkponou/data/for_asr/fongbe_one/8712.wav,2.13
8713,a nyɔ hu à ,vous allez mieux ,8713,/users/fkponou/data/for_asr/fongbe_one/8713.wav,1.79
8714,mǐ bǐ wɛ tuùn tagba e ɖò vǐ kpɛví lɛ kpinkplɔn mɛ é,nous connaissons tous la problématique de la scolarisation des enfants en bas âge,8714,/users/fkponou/data/for_asr/fongbe_one/8714.wav,4.61
8716,tomɛyiyi ɔ na ɖiga d'eji,le voyage en sera d'autant plus long,8716,/users/fkponou/data/for_asr/fongbe_one/8716.wav,2.65
8717,é ɖó ayi hú ayixa jijɔ ǎ,elle n'avait pas plus de coeur que de sens de tempérament,8717,/users/fkponou/data/for_asr/fongbe_one/8717.wav,5.29
8718,akpáxwé atɔngɔ́ ɔ ee bɛ́ kpo azɔwanú e è bló ɖó kpɔ́ é kpo é ɖyɔ ǎ,le troisième paragraphe qui commence par « la procédure intégrée  est sans changement,8718,/users/fkponou/data/for_asr/fongbe_one/8718.wav,12.35
8719,è na xó ɔ mɛɖaxó jean-louis touraine bo na dó nɔ gudo nú huzuhuzu numɛro kanweko atɔ́ɔ́n kanɖé gban-nukún-ɛnɛgɔ́ ɔ,la parole est à monsieur jean-louis touraine pour soutenir l'amendement numéro cinq cent soixante-quatorze,8719,/users/fkponou/data/for_asr/fongbe_one/8719.wav,12.8
8720,ali ko sébastopol tɔn kanɖé-ɖokpo kanweko ɖò reims,vingt allée de sébastopol cinquante et un cent à reims,8720,/users/fkponou/data/for_asr/fongbe_one/8720.wav,7.59
8721,mɛ e ma ɖó nǔsumɛnukúnmɛ ǎ é nɔ ɖí xwi xá nǔ ɖebǔ,l'ingrate résiste  n'importe,8721,/users/fkponou/data/for_asr/fongbe_one/8721.wav,8.54
8722,è na xó ɔ madame président e ɖò nyɔnu lɛ sín acɛkpikpa sín mɛsɛ́dó lɛ mɛ é,la parole est à madame la présidente de la délégation aux droits des femmes,8722,/users/fkponou/data/for_asr/fongbe_one/8722.wav,10.75
8724,nukɔntɔn ɔ jonɔ ɔ sín kpɔ́ndéwú xlɛ́ ɖɔ é nɔ w'azɔ̌,tout d'abord l'exemple de l'étranger montre que cela fonctionne,8724,/users/fkponou/data/for_asr/fongbe_one/8724.wav,5.72
8726,pɛ́pɛ́pɛ́pɛ́ sín azɔ̌gbɛ́ mǐtɔn damien abad gɔ́n,exactement chez notre collègue damien abad,8726,/users/fkponou/data/for_asr/fongbe_one/8726.wav,6.4
8727,un ɖɔ xó jɔ xó tawun,je suis très sincère,8727,/users/fkponou/data/for_asr/fongbe_one/8727.wav,2.73
8728,azɔ̌ ɔ bɛ́ ɖò xwè kanweko lɛ mɛ bo wá jɛji,le mouvement s'est engagé dans les années quatre-vingts et s'est ensuite accéléré,8728,/users/fkponou/data/for_asr/fongbe_one/8728.wav,5.57
8729,è na xó ɔ mɛɖaxó étienne blanc bo na dó nɔ gudo nú huzuhuzu numɛro kanweko tɛnwe kanɖé-atɔngɔ́ ɔ,la parole est à monsieur étienne blanc pour soutenir l'amendement numéro sept cent quarante-six,8729,/users/fkponou/data/for_asr/fongbe_one/8729.wav,10.67
8730,nú,si,8730,/users/fkponou/data/for_asr/fongbe_one/8730.wav,2.04
8731,un jló ná kan nǔ byɔ́ ɖé có,je souhaite néanmoins poser une question,8731,/users/fkponou/data/for_asr/fongbe_one/8731.wav,2.65
8732,è sɔ́ xó ɔ jó nú mɛɖaxó jacques pelissard,la parole est à monsieur jacques pélissard,8732,/users/fkponou/data/for_asr/fongbe_one/8732.wav,3.33
8734,a gɔn ali e hun nú we bɔ a na ɖè jlǒ ɖaxó xlɛ́ bo na lɛ́ bló huzuhuzu e byɔ nǔ lɛ é é,vous avez manqué l'occasion d'afficher une ambition élevée et d'entreprendre des réformes exigeantes,8734,/users/fkponou/data/for_asr/fongbe_one/8734.wav,11.69
8736,azɔ̌ nǔgbo nǔgbo lɛ ɖó na tíìn ɖò tɛn tɔn mɛ,il faudrait plutôt de vrais emplois,8736,/users/fkponou/data/for_asr/fongbe_one/8736.wav,3.44
8737,mǐ ɖó wěziza hú mɔ̌ ǎ,nous ne sommes pas plus éclairés,8737,/users/fkponou/data/for_asr/fongbe_one/8737.wav,5.46
8738,axɔ ɔ jijimɛ sín takwɛ wɛ,la dette est un impôt sur la naissance,8738,/users/fkponou/data/for_asr/fongbe_one/8738.wav,3.67
8739,mǐ nɔ xò alɔ nú xɛsi e è bló bɔ é bɔkun é,nous applaudissons au choc de simplification,8739,/users/fkponou/data/for_asr/fongbe_one/8739.wav,4.95
8740,nùkanbyɔ ɔ nǔgbo ɔ fɔ́n bo ɖó na nyí mɔ̌,la question effectivement se pose et doit être traitée comme telle,8740,/users/fkponou/data/for_asr/fongbe_one/8740.wav,5.63
8741,un jló ná ɖɔ xó kpɛɖé dó ayǐkúngban we jí,je voudrais dire quelques mots de deux territoires,8741,/users/fkponou/data/for_asr/fongbe_one/8741.wav,3.93
8743,nǔ lɛ bǐ wɛ nɔ ɖyɔ tawun é na bo tlɛ nyí kpo nǔwiwa syɛnsyɛn lɛ kpo ɖi drupal ɖi kpɔ́ndéwú ɔ,tout est très fluide même avec des applications complexes comme un drupal par exemple,8743,/users/fkponou/data/for_asr/fongbe_one/8743.wav,9.85
8745,nǔ cikɔ nú mì có un ɖò hlɔnhlɔn e ɖò awakanmɛ kú mɛ é hɛn wɛ,je commence à fatiguer mais je m'accroche avec l'énergie du désespoir,8745,/users/fkponou/data/for_asr/fongbe_one/8745.wav,6.66
8746,nǔ e è ɖyɔ élɔ́ kàn azɔ̌kplɔ́nmɛ mɛ e ɖó blɔ̌ lɛ é tɔn tawun,cet amendement-ci concerne plus particulièrement la formation des personnes handicapées,8746,/users/fkponou/data/for_asr/fongbe_one/8746.wav,6.06
8747,a ɖo na fo nuɖexlɛ towe,vous devez aller au bout de votre démonstration,8747,/users/fkponou/data/for_asr/fongbe_one/8747.wav,2.65
8749,ðò taji ɔ sɛ́n ɔ ɖò huzuhuzu wɛ,par essence la loi est évolutive,8749,/users/fkponou/data/for_asr/fongbe_one/8749.wav,4.95
8750,nǔ e gbé nya wɛ è ɖè é wɛ nyí ɖɔ è ni flín azɔ̌ yetɔn lɛ kpo dogbó vovo e ye mɔ lɛ é kpo,le but est de rappeler leurs missions et les différentes limites rencontrées,8750,/users/fkponou/data/for_asr/fongbe_one/8750.wav,13.48
8751,enɛ wu ɔ un ɖò kpléɖókpɔ́ ɔ ylɔ wɛ tawun ɖɔ é ni wá gbeta ɔ kɔn dó huzuhuzu mǐtɔn jí,j'invite donc vraiment l'assemblée à voter notre amendement,8751,/users/fkponou/data/for_asr/fongbe_one/8751.wav,10.03
8752,wlɛnwín ɖagbe ɖé,très bonne méthode,8752,/users/fkponou/data/for_asr/fongbe_one/8752.wav,4.27
8753,ðò xwè wǒ vlamɛ ɔ axɔ livi kanweko ayizɛ́n gɔ́ na,en dix ans six cents milliards de dettes supplémentaires,8753,/users/fkponou/data/for_asr/fongbe_one/8753.wav,6.57
8754,è sɔ́ xó ɔ nú mɛɖaxó olivier carré bɔ éɖokponɔ wɛ,la parole est à monsieur olivier carré et à lui seul,8754,/users/fkponou/data/for_asr/fongbe_one/8754.wav,5.21
8756,enɛ wu ɔ kpó ɖò yiyi wɛ mɔ̌ ɔ é nɔ sɔgbe bǐ mlɛ́mlɛ́,continuer comme cela est donc d'une cohérence totale,8756,/users/fkponou/data/for_asr/fongbe_one/8756.wav,4.95
8757,mɛ élɔ́ ɔ́ mǐ tunwun ɖɔ é nɔ́ gbɔn ali kpɛví ɖé jí,celui-ci nous le savons passe par un chemin étroit,8757,/users/fkponou/data/for_asr/fongbe_one/8757.wav,5.03
8759,zǎnzǎn égbé ɔ un ɖó tagba ɖé ɖò bǐbɛ̌mɛ,ce matin j'ai eu un problème de démarrage,8759,/users/fkponou/data/for_asr/fongbe_one/8759.wav,3.58
8760,è na xó ɔ madame elsa faucillon bo na dó nɔ gudo nú huzuhuzu numɛro kanweko atɔn kanwe ko,la parole est à madame elsa faucillon pour soutenir l'amendement numéro trois cent quatre-vingt,8760,/users/fkponou/data/for_asr/fongbe_one/8760.wav,10.92
8761,vɛ̌ɛn ɔ syɛn,le vin était piquant,8761,/users/fkponou/data/for_asr/fongbe_one/8761.wav,2.9
8762,un do ku nu acɛkpikpa ɔ nu xoɖiɖɔ e mi ɖo ɔ ɖagbe,je remercie le gouvernement pour la qualité de la discussion que nous avons eue,8762,/users/fkponou/data/for_asr/fongbe_one/8762.wav,6.04
8763,é na hɛn azɔ̌mamɔ sín kɛ́n lɛ bǐ ɖó te dandan,elle pèsera nécessairement sur les chiffres du chômage dans leur globalité,8763,/users/fkponou/data/for_asr/fongbe_one/8763.wav,4.95
8764,è sɔ́ xó ɔ jó nú mɛɖaxó jacques pelissard,la parole est à monsieur jacques pélissard,8764,/users/fkponou/data/for_asr/fongbe_one/8764.wav,4.86
8765,gbɛ̌ta rrdp tɔn jló ɖɔ è ni ɖyɔ sɛ́n elɔ,le groupe rrdp souhaiterait que cette disposition soit aménagée,8765,/users/fkponou/data/for_asr/fongbe_one/8765.wav,5.29
8767,ɛɛn mǐ sixu mɔ céɖécéɖé ɖɔ a ɖò kɔ́mɛ,oui on voit bien que vous êtes dans le coma,8767,/users/fkponou/data/for_asr/fongbe_one/8767.wav,4.27
8768,é na bló bɔ nukɔnyiyi kpo azɔ̌wiwa kpo na ɖò jijɛji wɛ ɖò france,elle va alimenter de plus en plus la croissance et l'emploi en france,8768,/users/fkponou/data/for_asr/fongbe_one/8768.wav,5.72
8769,azɔ̌ e acɛkpikpa ɔ ɖó é wɛ nyí ɖɔ é ni nɔ gudo nú ye lee é nyɔ́ bló gbɔn é,le rôle de l'état est de les accompagner le plus possible,8769,/users/fkponou/data/for_asr/fongbe_one/8769.wav,7.51
8770,un jló ná kan nǔ byɔ́ ɖé có,je souhaite néanmoins poser une question,8770,/users/fkponou/data/for_asr/fongbe_one/8770.wav,3.58
8771,è na xó ɔ xóɖɔtɔ́ ɔ,la parole est à monsieur le rapporteur,8771,/users/fkponou/data/for_asr/fongbe_one/8771.wav,2.79
8772,nɔví nyɔnu nathalie appéré ɖó xó bo na nɔ gudo nú huzuhuzu ɔ,la parole est à madame nathalie appéré pour soutenir l'amendement,8772,/users/fkponou/data/for_asr/fongbe_one/8772.wav,6.83
8773,acɛkpikpa ɔ mɔ nu jɛ mɛ,le gouvernement l'a compris,8773,/users/fkponou/data/for_asr/fongbe_one/8773.wav,3.07
8776,kpo fí e sɛ́n ɔ ɖɔ lɛ é kpo,et dans les domaines prévus par la loi,8776,/users/fkponou/data/for_asr/fongbe_one/8776.wav,2.99
8777,mɛ e ɖu lè yetɔn lɛ é gosin wemaxɔmɛ bo ma kplɔ́n azɔ̌ ganji nú azɔ̌ ɔ ǎ,leurs bénéficiaires sont sortis de l'école sans formation valable sur le marché de l'emploi,8777,/users/fkponou/data/for_asr/fongbe_one/8777.wav,9.98
8778,un nɔ lin tamɛ ganji bo nɔ lɛ́ byɔ nǔ azɔ̌gbɛ́ ce vívɛ́ná lɛ,je suis lucide et exigeant chers collègues,8778,/users/fkponou/data/for_asr/fongbe_one/8778.wav,5.55
8779,mǐ mɔ ɖɔ é ɖò taji ɖɔ è ni vɔ́ blóɖó,nous considérons nous qu'il est urgent de la rétablir,8779,/users/fkponou/data/for_asr/fongbe_one/8779.wav,3.5
